id,title,genres,tagline,overview
10481,102 Dalmatians,Comedy Family,Meet Two Unlikely Heroes With A Bone To Pick.,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth... a parrot who thinks he's a Rottweiler... teams up with Oddball... an un-marked Dalmation puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil"
10867,Malena,Drama,"She was too young to be a widow, and too beautiful to be alone. Every man wanted to have her. One boy risked everything to protect her.","On the day in 1940 that Italy enters the war, two things happen to the 12-year-old Renato: he gets his first bike, and he gets his first look at Malèna. She is a beautiful, silent outsider who's moved to this Sicilian town to be with her husband, Nico. He promptly goes off to war, leaving her to the lustful eyes of the men and the sharp tongues of the women. During the next few years, as Renato grows toward manhood, he watches Malèna suffer and prove her mettle. He sees her loneliness, then grief when Nico is reported dead, the effects of slander on her relationship with her father, her poverty and search for work, and final humiliations. Will Renato learn courage from Malèna and stand up for her?"
9741,Unbreakable,ScienceFiction Thriller Drama,Some things are only revealed by accident.,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass."
146,"Crouching Tiger, Hidden Dragon",Adventure Drama Action Romance,"A timeless story of strength, secrets and two warriors who would never surrender.","Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life."
11849,Dungeons & Dragons,Action Adventure Fantasy ScienceFiction,This is no game.,"The classic role-playing game comes to life in this magical adventure. The empire of Izmer is a divided land: Elite magicians called Mages rule while lowly commoners are powerless. When Empress Savina (Thora Birch) vows to bring equality and prosperity to her land, the evil Mage Profion (Jeremy Irons) plots to depose her. But this good-vs.-evil battle is no game!"
11983,Proof of Life,Action Adventure Drama Romance Thriller,,"Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America."
11678,Vertical Limit,Action Adventure Thriller,The Mountain Will Decide.,"Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives."
2609,"Planes, Trains and Automobiles",Comedy,What he really wanted was to spend Thanksgiving with his family. What he got was three days with the turkey.,"A man must struggle to travel home for Thanksgiving, with an obnoxious slob of a shower ring salesman his only companion."
708,The Living Daylights,Action Adventure Thriller,Licensed to thrill.,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.
10673,Wall Street,Crime Drama,Every dream has a price.,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing."
2604,Born on the Fourth of July,Drama War,A story of innocence lost and courage found.,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for."
107,Snatch,Thriller Crime,Stealin' Stones and Breakin' Bones.,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster."
392,Chocolat,Comedy Drama Romance,...and the world is still indulging!,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis."
8859,"Dude, Where’s My Car?",Comedy,"After a night they can't remember, comes a day they'll never forget.","Jesse and Chester, two bumbling stoners, wake up one morning from a night of partying and cannot remember where they parked their car. They encounter a variety of people while looking for it, including their angry girlfriends, an angry street gang, a transexual stripper, a cult of alien seeking fanatics, and aliens in human form looking for a mystical device that could save or destroy the world."
11688,The Emperor's New Groove,Adventure Animation Comedy Family Fantasy,It's All About.....ME!,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership."
3981,What Women Want,Comedy Romance,He has the power to hear everything women are thinking. Finally... a man is listening.,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him."
711,Finding Forrester,Drama,"In an ordinary place, he found the one person to make his life extraordinary.",Gus van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.
